Data Medicao,PRECIPITACAO TOTAL, DIARIO (AUT)(mm),PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB),TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C),TEMPERATURA MAXIMA, DIARIA (AUT)(°C),TEMPERATURA MEDIA, DIARIA (AUT)(°C),TEMPERATURA MINIMA, DIARIA (AUT)(°C),UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%),UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%),VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s),VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s)
2013-01-27,0,921.7,11.9,22.5,15.6,9.6,79.5,60,7.9,1.5,,,,,,,,
2013-01-28,0,923,15.7,25.1,19.3,14.9,80.1,61,9.3,2.9,,,,,,,,
2013-01-29,0,923.1,16.3,26.8,20.8,16.2,76.7,54,8.6,2.9,,,,,,,,
2013-01-30,0,921.1,15.9,28.9,21.8,16.4,71.2,28,9.1,3,,,,,,,,
2013-01-31,0,918.9,16.1,30.4,22.3,16.8,71.5,30,9.5,2.6,,,,,,,,
2013-02-01,0,918.4,17.8,31.3,24.5,18.9,69.4,38,8.5,3,,,,,,,,
2013-02-02,0,918.7,18,28,21.4,20.6,81.7,63,15.6,3.5,,,,,,,,
2013-02-03,9.8,918.7,15.9,22.7,17.1,16.8,92.7,70,10.8,1.4,,,,,,,,
2013-02-04,36.6,919.7,12.9,20.4,15.4,11.4,85.8,65,7.5,1.6,,,,,,,,
2013-02-05,0,920.8,13.2,21.8,16.8,13.4,79.8,62,9.5,2.7,,,,,,,,
2013-02-06,0,921.5,15.1,23.9,17.6,14.6,86.1,61,12.3,3.7,,,,,,,,
2013-02-07,23.8,922.3,14.8,25.1,18.2,15.2,80.8,57,12,3.7,,,,,,,,
2013-02-08,.4,921.2,14.7,20.9,17.1,14.2,86.2,74,7.8,2.6,,,,,,,,
2013-02-09,10.2,920.6,17.7,22.7,19.4,17.1,90,74,8.9,2.3,,,,,,,,
2013-02-10,1.2,918.3,17.3,24.4,19.8,17.7,85.7,66,9.1,3.2,,,,,,,,
2013-02-11,.8,916.6,17.3,25.8,20,17.1,84.5,64,9.6,3.5,,,,,,,,
2013-02-12,.8,915.4,18.3,25.7,20.6,18.1,87.4,60,8.6,2.8,,,,,,,,
2013-02-13,.4,917.5,18.3,26.5,21.2,18.2,84.3,62,9.1,2.2,,,,,,,,
2013-02-14,3.8,918.6,18.3,26.6,21.4,18.6,83,61,9,2.9,,,,,,,,
2013-02-15,14.8,917.6,18.9,25.2,20.3,18.5,91.6,70,8.2,2.7,,,,,,,,
2013-02-16,4.2,916.8,18.1,26.6,20.7,16,86.3,62,6.9,1.4,,,,,,,,
2013-02-17,.2,916.7,18.6,29.1,22.7,18.6,79.2,49,13.2,2.9,,,,,,,,
2013-02-18,3.8,919.5,17.9,26.3,20.6,17.6,85.5,66,13.2,2.8,,,,,,,,
2013-02-19,5.8,921.5,19.2,23,19.9,18.4,96.3,88,9.3,1.3,,,,,,,,
2013-02-20,0,920.3,19.4,25.9,21,18.8,90.6,66,8,2.6,,,,,,,,
2013-02-21,72,917.7,19.1,26.1,21,18.9,89,69,12.7,4.4,,,,,,,,
2013-02-22,17,923.2,15.4,20,16.5,14.8,93.1,79,8.8,1.7,,,,,,,,
2013-02-23,.4,923,14.4,25.8,18.6,13.8,78.3,52,12.1,3.4,,,,,,,,
2013-02-24,0,919.1,16.1,28.7,20.9,15.7,75.6,40,11,3.7,,,,,,,,
2013-02-25,2,916.9,18.3,22.8,20.1,18.6,89.5,74,11.4,2.8,,,,,,,,
2013-02-26,11.6,918.5,14.3,20,16.2,15.1,89,62,8.1,1.4,,,,,,,,
2013-02-27,.4,921.6,10.2,20.2,14.1,8.8,79.4,54,6.1,1,,,,,,,,
2013-02-28,.2,921.9,13.3,21.5,15.6,10.5,86.8,70,8,1.9,,,,,,,,
2013-03-01,0,921.2,16.6,27.2,20.3,15.2,80.8,52,9,3.2,,,,,,,,
2013-03-02,0,920.6,14.8,27.6,21.4,16.6,68.4,40,14.9,5.1,,,,,,,,
2013-03-03,0,920.4,16.8,25.9,21.3,18,76.1,60,12.9,3.9,,,,,,,,
2013-03-04,16.8,919.6,16.4,19.3,16.8,15.5,97.3,91,5.9,1.3,,,,,,,,
2013-03-05,18.2,919,13.2,18.9,14.4,12.3,93.2,74,4.9,1.1,,,,,,,,
2013-03-06,.2,918.8,12.9,21.9,15.6,11.5,85.2,52,5.5,1.8,,,,,,,,
2013-03-07,.2,921.1,15.9,25.9,18.6,13.3,85,57,7.9,2.3,,,,,,,,
2013-03-08,.2,922.1,18.3,25.8,20.5,18.2,87.8,67,8.5,3,,,,,,,,
2013-03-09,4.8,919.2,17.3,22.9,19,17.5,90,74,10.2,3.2,,,,,,,,
2013-03-10,1.6,915,16.6,24.8,19.2,16.1,86,61,14.4,3.7,,,,,,,,
2013-03-11,0,915.6,16.8,25.5,19.2,15.2,87,58,6.2,1.5,,,,,,,,
2013-03-12,9.2,914.6,16.5,18.9,17.1,15.6,96.1,91,9.4,1.9,,,,,,,,
2013-03-13,42.2,917.3,14.4,16,14.7,14.5,98,98,9.2,1.7,,,,,,,,
2013-03-14,20.2,922.9,12,17.3,13.9,11.4,88.8,76,7.3,1.6,,,,,,,,
2013-03-15,.2,924,13.8,17.6,14.5,13.2,95.3,86,7.3,1.4,,,,,,,,
2013-03-16,.2,925.4,13.7,15.7,14,13.7,98.4,98,11,1.5,,,,,,,,
2013-03-17,0,927.1,11.1,16.7,12.4,10.8,92.3,74,8.1,1.3,,,,,,,,
2013-03-18,0,926.2,10.4,19.7,14,10,79.4,63,12.6,3.3,,,,,,,,
2013-03-19,0,924.4,12,20,15.4,12.8,80.5,66,12.7,4.8,,,,,,,,
2013-03-20,7.6,919.4,14.1,16.5,15.1,14.4,93.6,86,16.1,4.6,,,,,,,,
2013-03-21,2.8,916.4,15.3,21.6,17.6,13.8,87.2,68,9.8,3.9,,,,,,,,
2013-03-22,0,921.6,14.1,20.3,16.3,15,87.5,64,7.1,1.7,,,,,,,,
2013-03-23,0,923.6,12,21.7,15.4,9.8,81.3,55,6.6,1.2,,,,,,,,
2013-03-24,0,920.5,12.8,19.7,14.6,11.3,89.5,66,7.5,2.8,,,,,,,,
2013-03-25,0,919.3,13.1,21,16.6,13.2,80.3,62,9.4,2.9,,,,,,,,
2013-03-26,0,920.8,14.1,21.6,16.4,14.7,86.8,58,9.9,2.7,,,,,,,,
2013-03-27,0,922.3,12,18.6,null,11.7,87.5,63,7.2,1.3,,,,,,,,
2013-03-28,null,null,null,null,null,null,null,79,7.3,null,,,,,,,,
2013-03-29,0,925.9,13.2,21,15.6,10.7,86.4,68,9.2,2.2,,,,,,,,
2013-03-30,0,925.1,12.8,24.5,17.8,13.8,74.6,42,11,3.6,,,,,,,,
2013-03-31,0,924.3,14,25.7,18.7,14.5,75.8,40,8.1,2.9,,,,,,,,
2013-04-01,0,923.7,14.8,23.4,18.6,14.9,79.4,57,5.8,1.8,,,,,,,,
2013-04-02,0,921.6,15.9,24.2,19.7,16.8,79.2,57,8.1,2.8,,,,,,,,
2013-04-03,0,921.5,16.5,25.3,19.4,16.4,84,61,10.6,3.5,,,,,,,,
2013-04-04,1.4,916.7,17.4,24.5,20,18,85.5,68,13,4.1,,,,,,,,
2013-04-05,.2,912.4,13.9,19.8,17,14.3,83.3,57,13.6,4.7,,,,,,,,
2013-04-06,0,917.9,12.4,22.9,17.1,12.5,75.5,48,8.2,2.8,,,,,,,,
2013-04-07,0,921.4,14,19.8,15.5,12.6,90.8,75,6.2,1.1,,,,,,,,
2013-04-08,0,922.6,14.4,20.7,15.9,13.5,91,71,7.1,2,,,,,,,,
2013-04-09,0,923.6,14.5,18.2,15.3,14.1,95,85,7.4,1.5,,,,,,,,
2013-04-10,0,922.6,14.8,22.5,17.2,13.8,86,62,8.8,2.9,,,,,,,,
2013-04-11,0,919.7,14.1,25.2,19,14.1,74.7,49,11.8,4.9,,,,,,,,
2013-04-12,.4,916.3,15.8,20.3,17.6,16,89.9,72,12.5,3.7,,,,,,,,
2013-04-13,32.8,919.9,9.9,16.3,12,10.1,87.8,60,9.2,2.3,,,,,,,,
2013-04-14,.2,921.8,5.4,16.5,10,3.9,76,37,7.5,1.8,,,,,,,,
2013-04-15,0,921.1,7.6,18.5,13.1,7.9,70.5,52,12.8,3.5,,,,,,,,
2013-04-16,0,920.1,8.4,16.3,12.8,9.5,75.6,51,9.5,3,,,,,,,,
2013-04-17,0,923.3,9.7,16.1,12,9.6,86,71,6.7,1,,,,,,,,
2013-04-18,.2,923.4,10.2,19.3,12.2,7,88.4,58,8.5,1.3,,,,,,,,
2013-04-19,.2,924.7,5.9,20.7,14.2,8.3,62,20,5.4,.9,,,,,,,,
2013-04-20,0,925.9,10.6,20.2,14.3,8.6,79.5,59,5.7,1.1,,,,,,,,
2013-04-21,.4,926.5,10.1,21.5,15,9.5,75.8,25,6.2,1.8,,,,,,,,
2013-04-22,0,928,11,22.4,15,10.2,77.7,47,9,3.1,,,,,,,,
2013-04-23,0,927.9,10.6,21.9,14.8,10.1,77.9,48,9.2,3,,,,,,,,
2013-04-24,.2,926.6,11.4,22.3,15.3,10.2,79.6,50,7.9,2.1,,,,,,,,
2013-04-25,0,925.1,11.5,21.9,15.8,11.6,76.8,53,9.3,2.5,,,,,,,,
2013-04-26,0,923.7,12.1,22.1,15.9,12,79.3,50,7.3,1.8,,,,,,,,
2013-04-27,.2,923.2,12.6,23.2,16.8,12.3,77.4,49,6.2,2,,,,,,,,
2013-04-28,0,922.2,14.7,26,18.9,14.1,78.3,51,8.3,2.7,,,,,,,,
2013-04-29,.8,920.4,15.6,21.4,17.5,16.5,89.1,74,13,3.4,,,,,,,,
2013-04-30,14.8,921.8,15.7,22.4,17.5,15.2,89.8,63,8.4,2.3,,,,,,,,
2013-05-01,.2,923.4,15.7,22.7,16.5,13.9,95,68,5,1.6,,,,,,,,
2013-05-02,0,921.7,17.1,27.1,20,15.3,84.7,55,8,2.6,,,,,,,,
2013-05-03,.2,918.8,16.7,27.2,21,16.7,78.1,48,14.8,3,,,,,,,,
2013-05-04,.2,918.5,14.6,20.4,16.2,14.8,90.3,74,9.7,2.6,,,,,,,,
2013-05-05,.2,922,10.4,16.2,12.5,11.2,87.8,68,6.6,1.5,,,,,,,,
2013-05-06,0,921.9,6.6,14.8,10.8,8.8,77,48,8.8,2.2,,,,,,,,
2013-05-07,2,921.6,5.4,10.2,8.1,6.6,83.8,61,23.1,3.8,,,,,,,,
2013-05-08,7.6,923.8,1.6,17.8,9.3,1.9,63.1,25,9.1,2.7,,,,,,,,
2013-05-09,0,925.3,.5,22.3,14.2,6.3,42.8,10,5.6,2.1,,,,,,,,
2013-05-10,0,924.7,1.5,25.4,17.5,11.4,36.3,18,8.2,3.2,,,,,,,,
2013-05-11,0,923.7,6,23.7,16.6,10.4,52.2,19,10.7,3.8,,,,,,,,
2013-05-12,0,922.1,11.3,20.1,15.8,11.4,75.1,60,7.7,2.5,,,,,,,,
2013-05-13,0,921.6,13.9,20.6,16.4,12.8,85.5,75,9.1,2.8,,,,,,,,
2013-05-14,1.6,920,14.9,21.7,17.2,15,86.6,66,11.4,4.4,,,,,,,,
2013-05-15,2,918.3,15.4,18.6,16.4,15.7,94.5,83,11.5,4.1,,,,,,,,
2013-05-16,30.2,923.7,3.5,12.8,6.7,3.5,82.1,43,8.8,2.3,,,,,,,,
2013-05-17,0,927.9,3.1,11.1,5.1,0,87.8,70,5.7,1.1,,,,,,,,
2013-05-18,.2,927.5,8.1,14.8,9.7,4.9,90.7,76,7.8,2.4,,,,,,,,
2013-05-19,1.6,925.4,12.9,17,14.2,9.4,92.3,83,9.6,2.6,,,,,,,,
2013-05-20,24.6,922.2,13.7,17.4,14.4,12.9,95.5,84,7.2,1.9,,,,,,,,
2013-05-21,1.2,920.9,11,16.2,12.5,10.4,90.5,66,6,1.7,,,,,,,,
2013-05-22,0,921.5,8.8,13.2,9.9,7.1,93.1,76,4.9,1.3,,,,,,,,
2013-05-23,0,922.6,9.8,15.9,11.2,8,91.4,72,6.6,1.7,,,,,,,,
2013-05-24,0,923.1,10.7,18.6,12.6,9.9,89.3,63,8.3,2.7,,,,,,,,
2013-05-25,.2,924.8,9.5,16.1,11.5,8.6,89,59,5.7,1.1,,,,,,,,
2013-05-26,0,923.6,9.5,18.4,12.3,8,84.5,59,9.4,3.1,,,,,,,,
2013-05-27,0,919.6,10.7,19.9,13.7,10.5,82.5,57,8.3,2.8,,,,,,,,
2013-05-28,0,914.2,11.8,19.7,14.6,11.3,83.8,65,13.5,4.1,,,,,,,,
2013-05-29,9.6,910.9,12.3,18.2,14.1,12.8,89.8,73,16.9,4.4,,,,,,,,
2013-05-30,37.8,918.2,4.2,12.8,8.9,4.8,73.7,51,14.7,4.2,,,,,,,,
2013-05-31,0,921.4,3.4,17.6,10.2,3.4,65.3,33,8.6,4,,,,,,,,
2013-06-01,1.6,919.2,10.3,14.1,12,8.3,90.1,54,10.6,3.8,,,,,,,,
2013-06-02,17.2,920,12.2,17.5,13.4,9.5,92.9,64,8.9,2.5,,,,,,,,
2013-06-03,0,924.6,8,15.4,10.5,8.3,85.9,56,7.5,2,,,,,,,,
2013-06-04,.2,924.4,6.1,17.9,10.7,5.4,76.7,36,9.6,3,,,,,,,,
2013-06-05,0,922.4,9.9,19.7,14.1,8.2,76.7,55,10.6,3.6,,,,,,,,
2013-06-06,0,922.2,10.6,15.7,12.6,10.3,87.9,65,8.5,3.3,,,,,,,,
2013-06-07,0,924.4,9.7,18.3,11.7,7.1,89.1,61,9.3,2,,,,,,,,
2013-06-08,.4,928,10.5,16.8,11.7,7.5,92.9,67,4.4,1,,,,,,,,
2013-06-09,0,925.4,8.6,17.4,12.6,8.7,76.5,65,9.9,3.8,,,,,,,,
2013-06-10,11,923.7,12.3,15.9,13.6,11.8,91.8,77,7,2.3,,,,,,,,
2013-06-11,.8,925.3,11.4,17.5,12.4,9,94,74,4,.8,,,,,,,,
2013-06-12,.2,925.4,12.2,19.8,13.4,9.5,92.9,55,7.1,2.3,,,,,,,,
2013-06-13,.2,924.5,9.8,18.3,12.8,8.7,84.3,48,7.8,2.7,,,,,,,,
2013-06-14,.2,923.8,8.8,20,12.2,7.5,80.8,63,9.3,1.4,,,,,,,,
2013-06-15,9.6,924.3,9,13.6,9.8,7.7,95.1,79,8.9,2,,,,,,,,
2013-06-16,0,920.2,10.6,16.5,12.4,8.7,89.4,77,11.1,4.6,,,,,,,,
2013-06-17,3,920.6,11.7,13.4,12,12.8,98.3,97,5.7,1.6,,,,,,,,
2013-06-18,4.4,921.6,11.2,20.3,14.2,9.4,83.9,51,7.4,2.2,,,,,,,,
2013-06-19,6.8,921.9,11.3,16.5,11.9,12.9,96.1,73,9.7,2.3,,,,,,,,
2013-06-20,24.2,923.8,7.9,11.1,8.5,6.6,96,85,10.9,2.4,,,,,,,,
2013-06-21,11.8,913.9,10.4,13.8,11.2,8,94.9,90,15.8,4.5,,,,,,,,
2013-06-22,16.8,917,6.9,12.1,9.2,7.7,86.2,61,17.7,5.3,,,,,,,,
2013-06-23,0,925.2,5.8,15.7,8.1,4,86.5,54,7,1.8,,,,,,,,
2013-06-24,0,923.2,9.3,14.2,10.9,7.6,89.6,80,12,4.7,,,,,,,,
2013-06-25,11,920.1,13,15.6,13.9,11.3,94.5,86,13,4.1,,,,,,,,
2013-06-26,3,921.1,9.7,13.5,10,9.3,98.6,94,5.1,1.4,,,,,,,,
2013-06-27,1.2,923.2,8.3,15.9,9.6,5.9,92,70,7,1.9,,,,,,,,
2013-06-28,.2,920,11.3,19.8,13.6,8.5,87.3,57,8,2.9,,,,,,,,
2013-06-29,50.6,916.3,12.1,17.5,13.4,12.8,92.1,72,11.4,2.8,,,,,,,,
2013-06-30,.2,922.7,5.8,13.6,9,6.2,82.5,43,7.4,1,,,,,,,,
2013-07-01,0,925.9,1.5,13.1,7.2,2.6,69.2,34,6.3,1.3,,,,,,,,
2013-07-02,0,926.4,2.9,15.8,8.1,2.7,71.8,38,6.8,2,,,,,,,,
2013-07-03,0,925.1,7.7,19,12.2,7,75,50,9.2,4.2,,,,,,,,
2013-07-04,0,926,12.3,23.2,16.7,10.8,76.6,56,10.2,4.7,,,,,,,,
2013-07-05,0,924.9,11.9,24.2,18.2,14.1,67.8,47,10.5,4.7,,,,,,,,
2013-07-06,0,921.7,14,23.7,18.6,14.5,75.3,56,10,3.9,,,,,,,,
2013-07-07,40.2,922.4,11.7,19.5,12.3,12.4,96.7,77,8.4,2.3,,,,,,,,
2013-07-08,11.6,929.1,6.3,9.6,7,4.8,96,82,7.9,1.7,,,,,,,,
2013-07-09,0,928.4,9.5,19.9,12.6,4.9,82.1,63,12.3,4.7,,,,,,,,
2013-07-10,0,927.5,12.2,22.1,15.6,11.3,81.3,57,9.1,3.4,,,,,,,,
2013-07-11,0,925.8,12.6,23.5,17.3,13.4,75.5,50,8.6,2.8,,,,,,,,
2013-07-12,0,924.3,12,20.8,15.5,11.8,80.3,55,8.1,2.5,,,,,,,,
2013-07-13,1.6,922.8,12.6,17.1,13.8,11.5,92.8,82,10.6,2.9,,,,,,,,
2013-07-14,1.6,921.7,12.3,16.8,13.7,11.4,91.6,78,8.9,3,,,,,,,,
2013-07-15,9.2,923.1,5.4,12,7,5.5,90.4,60,10.1,1.3,,,,,,,,
2013-07-16,.2,923.3,3.2,14.7,7.9,1.7,75.3,43,8.4,2.6,,,,,,,,
2013-07-17,0,921.3,4.7,19.8,12.3,5.4,63.4,30,10.5,3.7,,,,,,,,
2013-07-18,1,915.8,8.3,18.2,13,9.8,74.6,50,14.9,3.6,,,,,,,,
2013-07-19,14,921.1,3.8,8.1,3.9,2.4,99.2,98,7.9,1.5,,,,,,,,
2013-07-20,.2,914.3,7.8,15,8.4,2.5,96.6,61,7.4,1.5,,,,,,,,
2013-07-21,9.6,915.7,5.1,7.4,5.3,4.3,98.6,93,6.6,1.9,,,,,,,,
2013-07-22,.2,922.2,-1.5,6.4,2.5,-.1,76.6,46,10.7,3.2,,,,,,,,
2013-07-23,null,925,-1.9,5,null,-1.3,79.6,57,11.2,4.1,,,,,,,,
2013-07-24,0,929.1,-.6,7.5,2.5,-1.2,81.1,60,10.6,1.7,,,,,,,,
2013-07-25,null,931.3,-.4,11.1,null,-.1,69.6,40,7.1,1.7,,,,,,,,
2013-07-26,0,932.4,4.6,15.8,9.3,4.7,74.1,39,11.4,3.9,,,,,,,,
2013-07-27,0,928.3,4.3,17.3,9.3,3.6,73.3,30,10.3,3,,,,,,,,
2013-07-28,0,925.9,6.4,17.6,10.7,5.8,76,47,5.6,1.1,,,,,,,,
2013-07-29,0,927.1,7.9,22,12.4,6.4,77.9,31,4.5,1.2,,,,,,,,
2013-07-30,0,926.5,9.3,21.9,14.9,9.7,70,43,4.9,1.5,,,,,,,,
2013-07-31,0,923.3,7.1,24.3,17.7,13.1,52.7,25,10,4.1,,,,,,,,
2013-08-01,0,921.4,8.6,26,19.2,13.7,51.3,33,12.5,3.8,,,,,,,,
2013-08-02,.2,919,11.5,26.2,18.4,16.2,66.3,39,12,3.6,,,,,,,,
2013-08-03,.4,920.4,9.7,15.9,10.8,8.5,93,82,11.8,2.6,,,,,,,,
2013-08-04,42.4,920.6,7.2,11.9,8.8,7.2,90.3,68,12.1,3,,,,,,,,
2013-08-05,.2,923,3.3,20.6,10.9,3.2,65.6,25,6.6,2.3,,,,,,,,
2013-08-06,1.2,924.3,9.2,18.2,13,9.5,79.1,47,9.9,2.1,,,,,,,,
2013-08-07,0,919.7,11.7,25.1,16.8,9.8,74.1,49,12.8,4.8,,,,,,,,
2013-08-08,0,916.1,12,26.2,19.4,12,65.2,36,15.1,5.5,,,,,,,,
2013-08-09,6.4,921.3,7.1,11,7.3,7,98.8,98,10.4,1.9,,,,,,,,
2013-08-10,54,921.2,5.9,7.5,6.1,4.8,99,99,10.6,2.2,,,,,,,,
2013-08-11,58.2,921.3,4.6,7,5.1,4,96.2,82,13.1,2.9,,,,,,,,
2013-08-12,0,918.9,6.1,14.9,9.1,4.2,83,55,10,3.7,,,,,,,,
2013-08-13,5.2,920.9,6.6,8.8,7,7.6,97,91,6.7,1.1,,,,,,,,
2013-08-14,24.2,928.2,3.2,5.1,3.4,2.5,98.7,95,9,2.1,,,,,,,,
2013-08-15,4.8,929.7,4.6,12.9,5.5,2.5,94.7,53,8.9,1.9,,,,,,,,
2013-08-16,0,927.8,4.5,15.5,8.7,3.6,76.5,45,11.6,3.6,,,,,,,,
2013-08-17,.2,929.7,5.7,12.8,8.2,4.9,85.1,67,7,1.3,,,,,,,,
2013-08-18,0,929.5,6.2,17.4,11.2,6.6,72.2,52,11.4,4.5,,,,,,,,
2013-08-19,0,926.8,8.4,19.3,13.1,8.6,74.5,53,15.3,5,,,,,,,,
2013-08-20,0,925.6,8.9,20.9,14.6,10,70.6,43,14.7,5.5,,,,,,,,
2013-08-21,0,921.4,11,23.7,15.9,11.5,74.1,42,12.7,4.3,,,,,,,,
2013-08-22,0,917.7,11.9,23.9,17.1,14.3,73.4,42,10.8,3.5,,,,,,,,
2013-08-23,37.6,921.7,4.4,14.6,4.5,3.6,98.8,95,9.4,1.8,,,,,,,,
2013-08-24,58,923.8,4.1,7.9,4.2,1.3,99.4,99,7.2,1.5,,,,,,,,
2013-08-25,68.8,924.1,8.2,10.3,8.4,3.8,99,99,10.9,1.8,,,,,,,,
2013-08-26,67.4,924.7,4.3,6.2,4.3,4,99.6,99,11.5,2.2,,,,,,,,
2013-08-27,32.2,925.2,2.1,5.6,2.2,-.1,99.1,88,7.8,2.1,,,,,,,,
2013-08-28,6.6,928.8,5,12.6,6.6,.8,90,68,8,2.1,,,,,,,,
2013-08-29,0,927.5,6.6,20.9,11.2,4.5,75.5,36,7.3,2.4,,,,,,,,
2013-08-30,0,925,7.1,26.4,16.5,10.2,56.8,17,8.6,2.8,,,,,,,,
2013-08-31,0,922.1,7.5,25.2,19.3,14.5,46.6,36,10.6,3.6,,,,,,,,
2013-09-01,4,920.4,11.8,19.6,15.7,13.9,79,46,12.7,3.8,,,,,,,,
2013-09-02,3.4,917.6,11.7,22.3,16.3,11.7,75.3,54,11.2,2.6,,,,,,,,
2013-09-03,.4,920.3,10.2,15.8,11.3,12.3,93.2,79,8.6,1.9,,,,,,,,
2013-09-04,4.6,927.2,3.6,11.2,5.9,2.5,85.8,64,7.8,1.6,,,,,,,,
2013-09-05,0,926.6,8.2,20.5,12.6,4.9,75.1,53,11.1,3.7,,,,,,,,
2013-09-06,0,926.2,11.6,22.7,15.6,11.4,78.3,50,10.1,3.8,,,,,,,,
2013-09-07,0,923.6,10.7,23.3,16.6,11.7,70.1,47,10.8,4.6,,,,,,,,
2013-09-08,.4,923.7,12.8,22.9,17,13.5,77,51,15.3,3.3,,,,,,,,
2013-09-09,.2,926.6,13.9,26.1,18.3,12.2,77.8,44,7.1,1.6,,,,,,,,
2013-09-10,0,926.2,12.8,29.4,21.3,16.1,61.6,28,8.3,3.4,,,,,,,,
2013-09-11,0,923.7,9,29.6,21.7,15.5,48.5,17,9.7,3.8,,,,,,,,
2013-09-12,0,920.3,10.4,28.7,20.9,15.1,53.2,30,10.7,4,,,,,,,,
2013-09-13,0,920.4,11.2,29.5,22.7,17,51.4,26,11.2,3.3,,,,,,,,
2013-09-14,0,920.7,13,29.1,21,16.4,64.5,25,10.2,2.6,,,,,,,,
2013-09-15,0,918.6,12.6,25.8,19.2,14.3,68.8,34,12.1,2.7,,,,,,,,
2013-09-16,25.4,914.7,14.6,18.3,15.8,14.7,93,79,12.8,3.9,,,,,,,,
2013-09-17,18.8,916.4,7.7,15.4,9.1,8.1,91.3,73,11.4,4.1,,,,,,,,
2013-09-18,.8,924.9,.5,10.9,5.4,.8,73.5,38,10.2,2.4,,,,,,,,
2013-09-19,0,927.3,3.5,14.8,8.3,2.7,74,50,7.1,1.8,,,,,,,,
2013-09-20,.8,919.8,11.5,15.3,12.8,8.3,91.6,83,12.3,5.3,,,,,,,,
2013-09-21,79.8,916.1,12.6,15.9,13.3,12.2,95.2,88,9.8,2.4,,,,,,,,
2013-09-22,16.4,919.2,10.9,13.5,11.2,9.5,97.7,88,12.5,1.9,,,,,,,,
2013-09-23,4.4,922.3,10.9,12.3,11.2,10.6,98.4,93,5.3,1.3,,,,,,,,
2013-09-24,3.8,923.2,6.2,9.9,6.6,4.9,97.3,87,11.3,3.3,,,,,,,,
2013-09-25,25,926.7,7,11.5,7.9,4.7,94.3,71,12.8,1.9,,,,,,,,
2013-09-26,.2,926.2,6.1,15.3,8.9,3.3,83.6,64,7.3,1.6,,,,,,,,
2013-09-27,0,924.1,7,19.1,11.5,6.6,75.3,50,10.9,3.8,,,,,,,,
2013-09-28,5,921.7,9.6,14.9,11,9.6,91.3,80,14.3,3.6,,,,,,,,
2013-09-29,1.4,921.7,11.5,17.6,13.3,8.8,89.8,73,6.4,1.5,,,,,,,,
2013-09-30,.2,919.2,11.9,20.7,13.5,10.8,90.8,59,8,2.5,,,,,,,,
2013-10-01,.2,919.1,10.6,18.7,13.1,10.4,85.9,55,9.3,2.2,,,,,,,,
2013-10-02,.2,921,8.9,19.6,13.2,7.6,77.1,51,6.2,1.2,,,,,,,,
2013-10-03,0,920.6,11.8,17.9,13.4,9.6,90.4,74,6.3,2.2,,,,,,,,
2013-10-04,3.8,918.8,12.7,16.8,13.8,13.1,93.3,72,10,2.6,,,,,,,,
2013-10-05,6.6,922.6,8.6,13.3,9.7,8.1,92.6,64,7.9,1.5,,,,,,,,
2013-10-06,4.2,926.4,8.6,15.9,10.6,7.8,88.8,54,9.4,1.4,,,,,,,,
2013-10-07,.2,929.3,6.9,19.1,11.9,7.2,74.1,39,12.1,2.9,,,,,,,,
2013-10-08,0,928.2,5.9,20.7,12.3,6.6,68.6,30,11,4.4,,,,,,,,
2013-10-09,0,925.2,8,22.4,15.2,9.2,65.5,35,12.2,4.8,,,,,,,,
2013-10-10,0,924.2,10.6,23.2,16.1,10.8,71.5,45,10.3,3.9,,,,,,,,
2013-10-11,.6,923.8,11.9,22,16.7,11.8,74.9,48,9.4,2.3,,,,,,,,
2013-10-12,0,922.4,14,20,16.4,13.6,85.9,71,9.7,3,,,,,,,,
2013-10-13,4,919.3,15.4,20.9,17.1,15.2,89.8,76,11.2,3.4,,,,,,,,
2013-10-14,13.4,921,14,23.7,18,14.2,80.2,38,8.7,1.7,,,,,,,,
2013-10-15,0,923.7,13.8,20.8,16.3,13.9,86.2,63,8.9,1.4,,,,,,,,
2013-10-16,0,922.9,13.1,21.1,15.2,11.3,87.8,62,9.1,2.8,,,,,,,,
2013-10-17,16,919.6,12.3,15.5,13.8,13.3,90.6,83,10.5,2.9,,,,,,,,
2013-10-18,4.4,916.6,11.9,19.3,13.9,10.9,88.3,70,6.9,1.6,,,,,,,,
2013-10-19,.2,916.9,12.3,20.8,16,11.2,80.4,59,7.2,1.6,,,,,,,,
2013-10-20,0,915.4,10.9,27,19,12.6,64.8,30,10.9,3.8,,,,,,,,
2013-10-21,6.2,914.2,13.3,21.8,17.5,15.2,79,49,15.9,4.3,,,,,,,,
2013-10-22,28.2,920,11.2,21,14.6,10.2,81.9,52,12,2.7,,,,,,,,
2013-10-23,3,917.5,15.7,26.2,18.6,13.6,83.8,63,17.1,5.6,,,,,,,,
2013-10-24,36.4,921.9,14.6,20.8,16.2,16.8,90.6,67,13.5,2.9,,,,,,,,
2013-10-25,10,926.5,11.5,18.2,13.3,10.1,89.4,73,11.1,3,,,,,,,,
